"","subject","race","outcome"
"6681",6681,"Not Black","Accepted"
"6682",6682,"Not Black","Accepted"
"6683",6683,"Not Black","Accepted"
"6684",6684,"Not Black","Accepted"
"6685",6685,"Not Black","Accepted"
"6686",6686,"Not Black","Accepted"
"6687",6687,"Not Black","Accepted"
"6688",6688,"Not Black","Accepted"
"6689",6689,"Not Black","Accepted"
"6690",6690,"Not Black","Accepted"
"6691",6691,"Not Black","Accepted"
"6692",6692,"Not Black","Accepted"
"6693",6693,"Not Black","Accepted"
"6694",6694,"Not Black","Accepted"
"6695",6695,"Not Black","Accepted"
"6696",6696,"Not Black","Accepted"
"6697",6697,"Not Black","Accepted"
"6698",6698,"Not Black","Accepted"
"6699",6699,"Not Black","Accepted"
"6700",6700,"Not Black","Accepted"
"6701",6701,"Not Black","Accepted"
"6702",6702,"Not Black","Accepted"
"6703",6703,"Not Black","Accepted"
"6704",6704,"Not Black","Accepted"
"6705",6705,"Not Black","Accepted"
"6706",6706,"Not Black","Accepted"
"6707",6707,"Not Black","Accepted"
"6708",6708,"Not Black","Accepted"
"6709",6709,"Not Black","Accepted"
"6710",6710,"Not Black","Accepted"
"6711",6711,"Not Black","Accepted"
"6712",6712,"Not Black","Accepted"
"6713",6713,"Not Black","Accepted"
"6714",6714,"Not Black","Accepted"
"6715",6715,"Not Black","Accepted"
"6716",6716,"Not Black","Accepted"
"6717",6717,"Not Black","Accepted"
"6718",6718,"Not Black","Accepted"
"6719",6719,"Not Black","Accepted"
"6720",6720,"Not Black","Accepted"
"6721",6721,"Not Black","Accepted"
"6722",6722,"Not Black","Accepted"
"6723",6723,"Not Black","Accepted"
"6724",6724,"Not Black","Accepted"
"6725",6725,"Not Black","Accepted"
"6726",6726,"Not Black","Accepted"
"6727",6727,"Not Black","Accepted"
"6728",6728,"Not Black","Accepted"
"6729",6729,"Not Black","Accepted"
"6730",6730,"Not Black","Accepted"
"6731",6731,"Not Black","Accepted"
"6732",6732,"Not Black","Accepted"
"6733",6733,"Not Black","Accepted"
"6734",6734,"Not Black","Accepted"
"6735",6735,"Not Black","Accepted"
"6736",6736,"Not Black","Accepted"
"6737",6737,"Not Black","Accepted"
"6738",6738,"Not Black","Accepted"
"6739",6739,"Not Black","Accepted"
"6740",6740,"Not Black","Accepted"
"6741",6741,"Not Black","Accepted"
"6742",6742,"Not Black","Accepted"
"6743",6743,"Not Black","Accepted"
"6744",6744,"Not Black","Accepted"
"6745",6745,"Not Black","Accepted"
"6746",6746,"Not Black","Accepted"
"6747",6747,"Not Black","Accepted"
"6748",6748,"Not Black","Accepted"
"6749",6749,"Not Black","Accepted"
"6750",6750,"Not Black","Accepted"
"6751",6751,"Not Black","Accepted"
"6752",6752,"Not Black","Accepted"
"6753",6753,"Not Black","Accepted"
"6754",6754,"Not Black","Accepted"
"6755",6755,"Not Black","Accepted"
"6756",6756,"Not Black","Accepted"
"6757",6757,"Not Black","Accepted"
"6758",6758,"Not Black","Accepted"
"6759",6759,"Not Black","Accepted"
"6760",6760,"Not Black","Accepted"
"6761",6761,"Not Black","Accepted"
"6762",6762,"Not Black","Accepted"
"6763",6763,"Not Black","Accepted"
"6764",6764,"Not Black","Accepted"
"6765",6765,"Not Black","Accepted"
"6766",6766,"Not Black","Accepted"
"6767",6767,"Not Black","Accepted"
"6768",6768,"Not Black","Accepted"
"6769",6769,"Not Black","Accepted"
"6770",6770,"Not Black","Accepted"
"6771",6771,"Not Black","Accepted"
"6772",6772,"Not Black","Accepted"
"6773",6773,"Not Black","Accepted"
"6774",6774,"Not Black","Accepted"
"6775",6775,"Not Black","Accepted"
"6776",6776,"Not Black","Accepted"
"6777",6777,"Not Black","Accepted"
"6778",6778,"Not Black","Accepted"
"6779",6779,"Not Black","Accepted"
"6780",6780,"Not Black","Accepted"
"6781",6781,"Not Black","Accepted"
"6782",6782,"Not Black","Accepted"
"6783",6783,"Not Black","Accepted"
"6784",6784,"Not Black","Accepted"
"6785",6785,"Not Black","Accepted"
"6786",6786,"Not Black","Accepted"
"6787",6787,"Not Black","Accepted"
"6788",6788,"Not Black","Accepted"
"6789",6789,"Not Black","Accepted"
"6790",6790,"Not Black","Accepted"
"6791",6791,"Not Black","Accepted"
"6792",6792,"Not Black","Accepted"
"6793",6793,"Not Black","Accepted"
"6794",6794,"Not Black","Accepted"
"6795",6795,"Not Black","Accepted"
"6796",6796,"Not Black","Accepted"
"6797",6797,"Not Black","Accepted"
"6798",6798,"Not Black","Accepted"
"6799",6799,"Not Black","Accepted"
"6800",6800,"Not Black","Accepted"
"6801",6801,"Not Black","Accepted"
"6802",6802,"Not Black","Accepted"
"6803",6803,"Not Black","Accepted"
"6804",6804,"Not Black","Accepted"
"6805",6805,"Not Black","Accepted"
"6806",6806,"Not Black","Accepted"
"6807",6807,"Not Black","Accepted"
"6808",6808,"Not Black","Accepted"
"6809",6809,"Not Black","Accepted"
"6810",6810,"Not Black","Accepted"
"6811",6811,"Not Black","Accepted"
"6812",6812,"Not Black","Accepted"
"6813",6813,"Not Black","Accepted"
"6814",6814,"Not Black","Accepted"
"6815",6815,"Not Black","Accepted"
"6816",6816,"Not Black","Accepted"
"6817",6817,"Not Black","Accepted"
"6818",6818,"Not Black","Accepted"
"6819",6819,"Not Black","Accepted"
"6820",6820,"Not Black","Accepted"
"6821",6821,"Not Black","Accepted"
"6822",6822,"Not Black","Accepted"
"6823",6823,"Not Black","Accepted"
"6824",6824,"Not Black","Accepted"
"6825",6825,"Not Black","Accepted"
"6826",6826,"Not Black","Accepted"
"6827",6827,"Not Black","Accepted"
"6828",6828,"Not Black","Accepted"
"6829",6829,"Not Black","Accepted"
"6830",6830,"Not Black","Accepted"
"6831",6831,"Not Black","Accepted"
"6832",6832,"Not Black","Accepted"
"6833",6833,"Not Black","Accepted"
"6834",6834,"Not Black","Accepted"
"6835",6835,"Not Black","Accepted"
"6836",6836,"Not Black","Accepted"
"6837",6837,"Not Black","Accepted"
"6838",6838,"Not Black","Accepted"
"6839",6839,"Not Black","Accepted"
"6840",6840,"Not Black","Accepted"
"6841",6841,"Not Black","Accepted"
"6842",6842,"Not Black","Accepted"
"6843",6843,"Not Black","Accepted"
"6844",6844,"Not Black","Accepted"
"6845",6845,"Not Black","Accepted"
"6846",6846,"Not Black","Accepted"
"6847",6847,"Not Black","Accepted"
"6848",6848,"Not Black","Accepted"
"6849",6849,"Not Black","Accepted"
"6850",6850,"Not Black","Accepted"
"6851",6851,"Not Black","Accepted"
"6852",6852,"Not Black","Accepted"
"6853",6853,"Not Black","Accepted"
"6854",6854,"Not Black","Accepted"
"6855",6855,"Not Black","Accepted"
"6856",6856,"Not Black","Accepted"
"6857",6857,"Not Black","Accepted"
"6858",6858,"Not Black","Accepted"
"6859",6859,"Not Black","Accepted"
"6860",6860,"Not Black","Accepted"
"6861",6861,"Not Black","Accepted"
"6862",6862,"Not Black","Accepted"
"6863",6863,"Not Black","Accepted"
"6864",6864,"Not Black","Accepted"
"6865",6865,"Not Black","Accepted"
"6866",6866,"Not Black","Accepted"
"6867",6867,"Not Black","Accepted"
"6868",6868,"Not Black","Accepted"
"6869",6869,"Not Black","Accepted"
"6870",6870,"Not Black","Accepted"
"6871",6871,"Not Black","Accepted"
"6872",6872,"Not Black","Accepted"
"6873",6873,"Not Black","Accepted"
"6874",6874,"Not Black","Accepted"
"6875",6875,"Not Black","Accepted"
"6876",6876,"Not Black","Accepted"
"6877",6877,"Not Black","Accepted"
"6878",6878,"Not Black","Accepted"
"6879",6879,"Not Black","Accepted"
"6880",6880,"Not Black","Accepted"
"6881",6881,"Not Black","Accepted"
"6882",6882,"Not Black","Accepted"
"6883",6883,"Not Black","Accepted"
"6884",6884,"Not Black","Accepted"
"6885",6885,"Not Black","Accepted"
"6886",6886,"Not Black","Accepted"
"6887",6887,"Not Black","Accepted"
"6888",6888,"Not Black","Accepted"
"6889",6889,"Not Black","Accepted"
"6890",6890,"Not Black","Accepted"
"6891",6891,"Not Black","Accepted"
"6892",6892,"Not Black","Accepted"
"6893",6893,"Not Black","Accepted"
"6894",6894,"Not Black","Accepted"
"6895",6895,"Not Black","Accepted"
"6896",6896,"Not Black","Accepted"
"6897",6897,"Not Black","Accepted"
"6898",6898,"Not Black","Accepted"
"6899",6899,"Not Black","Accepted"
"6900",6900,"Not Black","Accepted"
"6901",6901,"Not Black","Accepted"
"6902",6902,"Not Black","Accepted"
"6903",6903,"Not Black","Accepted"
"6904",6904,"Not Black","Accepted"
"6905",6905,"Not Black","Accepted"
"6906",6906,"Not Black","Accepted"
"6907",6907,"Not Black","Accepted"
"6908",6908,"Not Black","Accepted"
"6909",6909,"Not Black","Accepted"
"6910",6910,"Not Black","Accepted"
"6911",6911,"Not Black","Accepted"
"6912",6912,"Not Black","Accepted"
"6913",6913,"Not Black","Accepted"
"6914",6914,"Not Black","Accepted"
"6915",6915,"Not Black","Accepted"
"6916",6916,"Not Black","Accepted"
"6917",6917,"Not Black","Accepted"
"6918",6918,"Not Black","Accepted"
"6919",6919,"Not Black","Accepted"
"6920",6920,"Not Black","Accepted"
"6921",6921,"Not Black","Accepted"
"6922",6922,"Not Black","Accepted"
"6923",6923,"Not Black","Accepted"
"6924",6924,"Not Black","Accepted"
"6925",6925,"Not Black","Accepted"
"6926",6926,"Not Black","Accepted"
"6927",6927,"Not Black","Accepted"
"6928",6928,"Not Black","Accepted"
"6929",6929,"Not Black","Accepted"
"6930",6930,"Not Black","Accepted"
"6931",6931,"Not Black","Accepted"
"6932",6932,"Not Black","Accepted"
"6933",6933,"Not Black","Accepted"
"6934",6934,"Not Black","Accepted"
"6935",6935,"Not Black","Accepted"
"6936",6936,"Not Black","Accepted"
"6937",6937,"Not Black","Accepted"
"6938",6938,"Not Black","Accepted"
"6939",6939,"Not Black","Accepted"
"6940",6940,"Not Black","Accepted"
"6941",6941,"Not Black","Accepted"
"6942",6942,"Not Black","Accepted"
"6943",6943,"Not Black","Accepted"
"6944",6944,"Not Black","Accepted"
"6945",6945,"Not Black","Accepted"
"6946",6946,"Not Black","Accepted"
"6947",6947,"Not Black","Accepted"
"6948",6948,"Not Black","Accepted"
"6949",6949,"Not Black","Accepted"
"6950",6950,"Not Black","Accepted"
"6951",6951,"Not Black","Accepted"
"6952",6952,"Not Black","Accepted"
"6953",6953,"Not Black","Accepted"
"6954",6954,"Not Black","Accepted"
"6955",6955,"Not Black","Accepted"
"6956",6956,"Not Black","Accepted"
"6957",6957,"Not Black","Accepted"
"6958",6958,"Not Black","Accepted"
"6959",6959,"Not Black","Accepted"
"6960",6960,"Not Black","Accepted"
"6961",6961,"Not Black","Accepted"
"6962",6962,"Not Black","Accepted"
"6963",6963,"Not Black","Accepted"
"6964",6964,"Not Black","Accepted"
"6965",6965,"Not Black","Accepted"
"6966",6966,"Not Black","Accepted"
"6967",6967,"Not Black","Accepted"
"6968",6968,"Not Black","Accepted"
"6969",6969,"Not Black","Accepted"
"6970",6970,"Not Black","Accepted"
"6971",6971,"Not Black","Accepted"
"6972",6972,"Not Black","Accepted"
"6973",6973,"Not Black","Accepted"
"6974",6974,"Not Black","Accepted"
"6975",6975,"Not Black","Accepted"
"6976",6976,"Not Black","Accepted"
"6977",6977,"Not Black","Accepted"
"6978",6978,"Not Black","Accepted"
"6979",6979,"Not Black","Accepted"
"6980",6980,"Not Black","Accepted"
"6981",6981,"Not Black","Accepted"
"6982",6982,"Not Black","Accepted"
"6983",6983,"Not Black","Accepted"
"6984",6984,"Not Black","Accepted"
"6985",6985,"Not Black","Accepted"
"6986",6986,"Not Black","Accepted"
"6987",6987,"Not Black","Accepted"
"6988",6988,"Not Black","Accepted"
"6989",6989,"Not Black","Accepted"
"6990",6990,"Not Black","Accepted"
"6991",6991,"Not Black","Accepted"
"6992",6992,"Not Black","Accepted"
"6993",6993,"Not Black","Accepted"
"6994",6994,"Not Black","Accepted"
"6995",6995,"Not Black","Accepted"
"6996",6996,"Not Black","Accepted"
"6997",6997,"Not Black","Accepted"
"6998",6998,"Not Black","Accepted"
"6999",6999,"Not Black","Accepted"
"7000",7000,"Not Black","Accepted"
"7001",7001,"Not Black","Accepted"
"7002",7002,"Not Black","Accepted"
"7003",7003,"Not Black","Accepted"
"7004",7004,"Not Black","Accepted"
"7005",7005,"Not Black","Accepted"
"7006",7006,"Not Black","Accepted"
"7007",7007,"Not Black","Accepted"
"7008",7008,"Not Black","Accepted"
"7009",7009,"Not Black","Accepted"
"7010",7010,"Not Black","Accepted"
"7011",7011,"Not Black","Accepted"
"7012",7012,"Not Black","Accepted"
"7013",7013,"Not Black","Accepted"
"7014",7014,"Not Black","Accepted"
"7015",7015,"Not Black","Accepted"
"7016",7016,"Not Black","Accepted"
"7017",7017,"Not Black","Accepted"
"7018",7018,"Not Black","Accepted"
"7019",7019,"Not Black","Accepted"
"7020",7020,"Not Black","Accepted"
"7021",7021,"Not Black","Accepted"
"7022",7022,"Not Black","Accepted"
"7023",7023,"Not Black","Accepted"
"7024",7024,"Not Black","Accepted"
"7025",7025,"Not Black","Accepted"
"7026",7026,"Not Black","Accepted"
"7027",7027,"Not Black","Accepted"
"7028",7028,"Not Black","Accepted"
"7029",7029,"Not Black","Accepted"
"7030",7030,"Not Black","Accepted"
"7031",7031,"Not Black","Accepted"
"7032",7032,"Not Black","Accepted"
"7033",7033,"Not Black","Accepted"
"7034",7034,"Not Black","Accepted"
"7035",7035,"Not Black","Accepted"
"7036",7036,"Not Black","Accepted"
"7037",7037,"Not Black","Accepted"
"7038",7038,"Not Black","Accepted"
"7039",7039,"Not Black","Accepted"
"7040",7040,"Not Black","Accepted"
"7041",7041,"Not Black","Accepted"
"7042",7042,"Not Black","Accepted"
"7043",7043,"Not Black","Accepted"
"7044",7044,"Not Black","Accepted"
"7045",7045,"Not Black","Accepted"
"7046",7046,"Not Black","Accepted"
"7047",7047,"Not Black","Accepted"
"7048",7048,"Not Black","Accepted"
"7049",7049,"Not Black","Accepted"
"7050",7050,"Not Black","Accepted"
"7051",7051,"Not Black","Accepted"
"7052",7052,"Not Black","Accepted"
"7053",7053,"Not Black","Accepted"
"7054",7054,"Not Black","Accepted"
"7055",7055,"Not Black","Accepted"
"7056",7056,"Not Black","Accepted"
"7057",7057,"Not Black","Accepted"
"7058",7058,"Not Black","Accepted"
"7059",7059,"Not Black","Accepted"
"7060",7060,"Not Black","Accepted"
"7061",7061,"Not Black","Accepted"
"7062",7062,"Not Black","Accepted"
"7063",7063,"Not Black","Accepted"
"7064",7064,"Not Black","Accepted"
"7065",7065,"Not Black","Accepted"
"7066",7066,"Not Black","Accepted"
"7067",7067,"Not Black","Accepted"
"7068",7068,"Not Black","Accepted"
"7069",7069,"Not Black","Accepted"
"7070",7070,"Not Black","Accepted"
"7071",7071,"Not Black","Accepted"
"7072",7072,"Not Black","Accepted"
"7073",7073,"Not Black","Accepted"
"7074",7074,"Not Black","Accepted"
"7075",7075,"Not Black","Accepted"
"7076",7076,"Not Black","Accepted"
"7077",7077,"Not Black","Accepted"
"7078",7078,"Not Black","Accepted"
"7079",7079,"Not Black","Accepted"
"7080",7080,"Not Black","Accepted"
"7081",7081,"Not Black","Accepted"
"7082",7082,"Not Black","Accepted"
"7083",7083,"Not Black","Accepted"
"7084",7084,"Not Black","Accepted"
"7085",7085,"Not Black","Accepted"
"7086",7086,"Not Black","Accepted"
"7087",7087,"Not Black","Accepted"
"7088",7088,"Not Black","Accepted"
"7089",7089,"Not Black","Accepted"
"7090",7090,"Not Black","Accepted"
"7091",7091,"Not Black","Accepted"
"7092",7092,"Not Black","Accepted"
"7093",7093,"Not Black","Accepted"
"7094",7094,"Not Black","Accepted"
"7095",7095,"Not Black","Accepted"
"7096",7096,"Not Black","Accepted"
"7097",7097,"Not Black","Accepted"
"7098",7098,"Not Black","Accepted"
"7099",7099,"Not Black","Accepted"
"7100",7100,"Not Black","Accepted"
"7101",7101,"Not Black","Accepted"
"7102",7102,"Not Black","Accepted"
"7103",7103,"Not Black","Accepted"
"7104",7104,"Not Black","Accepted"
"7105",7105,"Not Black","Accepted"
"7106",7106,"Not Black","Accepted"
"7107",7107,"Not Black","Accepted"
"7108",7108,"Not Black","Accepted"
"7109",7109,"Not Black","Accepted"
"7110",7110,"Not Black","Accepted"
"7111",7111,"Not Black","Accepted"
"7112",7112,"Not Black","Accepted"
"7113",7113,"Not Black","Accepted"
"7114",7114,"Not Black","Accepted"
"7115",7115,"Not Black","Accepted"
"7116",7116,"Not Black","Accepted"
"7117",7117,"Not Black","Accepted"
"7118",7118,"Not Black","Accepted"
"7119",7119,"Not Black","Accepted"
"7120",7120,"Not Black","Accepted"
"7121",7121,"Not Black","Accepted"
"7122",7122,"Not Black","Accepted"
"7123",7123,"Not Black","Accepted"
"7124",7124,"Not Black","Accepted"
"7125",7125,"Not Black","Accepted"
"7126",7126,"Not Black","Accepted"
"7127",7127,"Not Black","Accepted"
"7128",7128,"Not Black","Accepted"
"7129",7129,"Not Black","Accepted"
"7130",7130,"Not Black","Accepted"
"7131",7131,"Not Black","Accepted"
"7132",7132,"Not Black","Accepted"
"7133",7133,"Not Black","Accepted"
"7134",7134,"Not Black","Accepted"
"7135",7135,"Not Black","Accepted"
"7136",7136,"Not Black","Accepted"
"7137",7137,"Not Black","Accepted"
"7138",7138,"Not Black","Accepted"
"7139",7139,"Not Black","Accepted"
"7140",7140,"Not Black","Accepted"
"7141",7141,"Not Black","Accepted"
"7142",7142,"Not Black","Accepted"
"7143",7143,"Not Black","Accepted"
"7144",7144,"Not Black","Accepted"
"7145",7145,"Not Black","Accepted"
"7146",7146,"Not Black","Accepted"
"7147",7147,"Not Black","Accepted"
"7148",7148,"Not Black","Accepted"
"7149",7149,"Not Black","Accepted"
"7150",7150,"Not Black","Accepted"
"7151",7151,"Not Black","Accepted"
"7152",7152,"Not Black","Accepted"
"7153",7153,"Not Black","Accepted"
"7154",7154,"Not Black","Accepted"
"7155",7155,"Not Black","Accepted"
"7156",7156,"Not Black","Accepted"
"7157",7157,"Not Black","Accepted"
"7158",7158,"Not Black","Accepted"
"7159",7159,"Not Black","Accepted"
"7160",7160,"Not Black","Accepted"
"7161",7161,"Not Black","Accepted"
"7162",7162,"Not Black","Accepted"
"7163",7163,"Not Black","Accepted"
"7164",7164,"Not Black","Accepted"
"7165",7165,"Not Black","Accepted"
"7166",7166,"Not Black","Accepted"
"7167",7167,"Not Black","Accepted"
"7168",7168,"Not Black","Accepted"
"7169",7169,"Not Black","Accepted"
"7170",7170,"Not Black","Accepted"
"7171",7171,"Not Black","Accepted"
"7172",7172,"Not Black","Accepted"
"7173",7173,"Not Black","Accepted"
"7174",7174,"Not Black","Accepted"
"7175",7175,"Not Black","Accepted"
"7176",7176,"Not Black","Accepted"
"7177",7177,"Not Black","Accepted"
"7178",7178,"Not Black","Accepted"
"7179",7179,"Not Black","Accepted"
"7180",7180,"Not Black","Accepted"
"7181",7181,"Not Black","Accepted"
"7182",7182,"Not Black","Accepted"
"7183",7183,"Not Black","Accepted"
"7184",7184,"Not Black","Accepted"
"7185",7185,"Not Black","Accepted"
"7186",7186,"Not Black","Accepted"
"7187",7187,"Not Black","Accepted"
"7188",7188,"Not Black","Accepted"
"7189",7189,"Not Black","Accepted"
"7190",7190,"Not Black","Accepted"
"7191",7191,"Not Black","Accepted"
"7192",7192,"Not Black","Accepted"
"7193",7193,"Not Black","Accepted"
"7194",7194,"Not Black","Accepted"
"7195",7195,"Not Black","Accepted"
"7196",7196,"Not Black","Accepted"
"7197",7197,"Not Black","Accepted"
"7198",7198,"Not Black","Accepted"
"7199",7199,"Not Black","Accepted"
"7200",7200,"Not Black","Accepted"
"7201",7201,"Not Black","Accepted"
"7202",7202,"Not Black","Accepted"
"7203",7203,"Not Black","Accepted"
"7204",7204,"Not Black","Accepted"
"7205",7205,"Not Black","Accepted"
"7206",7206,"Not Black","Accepted"
"7207",7207,"Not Black","Accepted"
"7208",7208,"Not Black","Accepted"
"7209",7209,"Not Black","Accepted"
"7210",7210,"Not Black","Accepted"
"7211",7211,"Not Black","Accepted"
"7212",7212,"Not Black","Accepted"
"7213",7213,"Not Black","Accepted"
"7214",7214,"Not Black","Accepted"
"7215",7215,"Not Black","Accepted"
"7216",7216,"Not Black","Accepted"
"7217",7217,"Not Black","Accepted"
"7218",7218,"Not Black","Accepted"
"7219",7219,"Not Black","Accepted"
"7220",7220,"Not Black","Accepted"
"7221",7221,"Not Black","Accepted"
"7222",7222,"Not Black","Accepted"
"7223",7223,"Not Black","Accepted"
"7224",7224,"Not Black","Accepted"
"7225",7225,"Not Black","Accepted"
"7226",7226,"Not Black","Accepted"
"7227",7227,"Not Black","Accepted"
"7228",7228,"Not Black","Accepted"
"7229",7229,"Not Black","Accepted"
"7230",7230,"Not Black","Accepted"
"7231",7231,"Not Black","Accepted"
"7232",7232,"Not Black","Accepted"
"7233",7233,"Not Black","Accepted"
"7234",7234,"Not Black","Accepted"
"7235",7235,"Not Black","Accepted"
"7236",7236,"Not Black","Accepted"
"7237",7237,"Not Black","Accepted"
"7238",7238,"Not Black","Accepted"
"7239",7239,"Not Black","Accepted"
"7240",7240,"Not Black","Accepted"
"7241",7241,"Not Black","Accepted"
"7242",7242,"Not Black","Accepted"
"7243",7243,"Not Black","Accepted"
"7244",7244,"Not Black","Accepted"
"7245",7245,"Not Black","Accepted"
"7246",7246,"Not Black","Accepted"
"7247",7247,"Not Black","Accepted"
"7248",7248,"Not Black","Accepted"
"7249",7249,"Not Black","Accepted"
"7250",7250,"Not Black","Accepted"
"7251",7251,"Not Black","Accepted"
"7252",7252,"Not Black","Accepted"
"7253",7253,"Not Black","Accepted"
"7254",7254,"Not Black","Accepted"
"7255",7255,"Not Black","Accepted"
"7256",7256,"Not Black","Accepted"
"7257",7257,"Not Black","Accepted"
"7258",7258,"Not Black","Accepted"
"7259",7259,"Not Black","Accepted"
"7260",7260,"Not Black","Accepted"
"7261",7261,"Not Black","Accepted"
"7262",7262,"Not Black","Accepted"
"7263",7263,"Not Black","Accepted"
"7264",7264,"Not Black","Accepted"
"7265",7265,"Not Black","Accepted"
"7266",7266,"Not Black","Accepted"
"7267",7267,"Not Black","Accepted"
"7268",7268,"Not Black","Accepted"
"7269",7269,"Not Black","Accepted"
"7270",7270,"Not Black","Accepted"
"7271",7271,"Not Black","Accepted"
"7272",7272,"Not Black","Accepted"
"7273",7273,"Not Black","Accepted"
"7274",7274,"Not Black","Accepted"
"7275",7275,"Not Black","Accepted"
"7276",7276,"Not Black","Accepted"
"7277",7277,"Not Black","Accepted"
"7278",7278,"Not Black","Accepted"
"7279",7279,"Not Black","Accepted"
"7280",7280,"Not Black","Accepted"
"7281",7281,"Not Black","Accepted"
"7282",7282,"Not Black","Accepted"
"7283",7283,"Not Black","Accepted"
"7284",7284,"Not Black","Accepted"
"7285",7285,"Not Black","Accepted"
"7286",7286,"Not Black","Accepted"
"7287",7287,"Not Black","Accepted"
"7288",7288,"Not Black","Accepted"
"7289",7289,"Not Black","Accepted"
"7290",7290,"Not Black","Accepted"
"7291",7291,"Not Black","Accepted"
"7292",7292,"Not Black","Accepted"
"7293",7293,"Not Black","Accepted"
"7294",7294,"Not Black","Accepted"
"7295",7295,"Not Black","Accepted"
"7296",7296,"Not Black","Accepted"
"7297",7297,"Not Black","Accepted"
"7298",7298,"Not Black","Accepted"
"7299",7299,"Not Black","Accepted"
"7300",7300,"Not Black","Accepted"
"7301",7301,"Not Black","Accepted"
"7302",7302,"Not Black","Accepted"
"7303",7303,"Not Black","Accepted"
"7304",7304,"Not Black","Accepted"
"7305",7305,"Not Black","Accepted"
"7306",7306,"Not Black","Accepted"
"7307",7307,"Not Black","Accepted"
"7308",7308,"Not Black","Accepted"
"7309",7309,"Not Black","Accepted"
"7310",7310,"Not Black","Accepted"
"7311",7311,"Not Black","Accepted"
"7312",7312,"Not Black","Accepted"
"7313",7313,"Not Black","Accepted"
"7314",7314,"Not Black","Accepted"
"7315",7315,"Not Black","Accepted"
"7316",7316,"Not Black","Accepted"
"7317",7317,"Not Black","Accepted"
"7318",7318,"Not Black","Accepted"
"7319",7319,"Not Black","Accepted"
"7320",7320,"Not Black","Accepted"
"7321",7321,"Not Black","Accepted"
"7322",7322,"Not Black","Accepted"
"7323",7323,"Not Black","Accepted"
"7324",7324,"Not Black","Accepted"
"7325",7325,"Not Black","Accepted"
"7326",7326,"Not Black","Accepted"
"7327",7327,"Not Black","Accepted"
"7328",7328,"Not Black","Accepted"
"7329",7329,"Not Black","Accepted"
"7330",7330,"Not Black","Accepted"
"7331",7331,"Not Black","Accepted"
"7332",7332,"Not Black","Accepted"
"7333",7333,"Not Black","Accepted"
"7334",7334,"Not Black","Accepted"
"7335",7335,"Not Black","Accepted"
"7336",7336,"Not Black","Accepted"
"7337",7337,"Not Black","Accepted"
"7338",7338,"Not Black","Accepted"
"7339",7339,"Not Black","Accepted"
"7340",7340,"Not Black","Accepted"
"7341",7341,"Not Black","Accepted"
"7342",7342,"Not Black","Accepted"
"7343",7343,"Not Black","Accepted"
"7344",7344,"Not Black","Accepted"
"7345",7345,"Not Black","Accepted"
"7346",7346,"Not Black","Accepted"
"7347",7347,"Not Black","Accepted"
"7348",7348,"Not Black","Accepted"
"7349",7349,"Not Black","Accepted"
"7350",7350,"Not Black","Accepted"
"7351",7351,"Not Black","Accepted"
"7352",7352,"Not Black","Accepted"
"7353",7353,"Not Black","Accepted"
"7354",7354,"Not Black","Accepted"
"7355",7355,"Not Black","Accepted"
"7356",7356,"Not Black","Accepted"
"7357",7357,"Not Black","Accepted"
"7358",7358,"Not Black","Accepted"
"7359",7359,"Not Black","Accepted"
"7360",7360,"Not Black","Accepted"
"7361",7361,"Not Black","Accepted"
"7362",7362,"Not Black","Accepted"
"7363",7363,"Not Black","Accepted"
"7364",7364,"Not Black","Accepted"
"7365",7365,"Not Black","Accepted"
"7366",7366,"Not Black","Accepted"
"7367",7367,"Not Black","Accepted"
"7368",7368,"Not Black","Accepted"
"7369",7369,"Not Black","Accepted"
"7370",7370,"Not Black","Accepted"
"7371",7371,"Not Black","Accepted"
"7372",7372,"Not Black","Accepted"
"7373",7373,"Not Black","Accepted"
"7374",7374,"Not Black","Accepted"
"7375",7375,"Not Black","Accepted"
"7376",7376,"Not Black","Accepted"
"7377",7377,"Not Black","Accepted"
"7378",7378,"Not Black","Accepted"
"7379",7379,"Not Black","Accepted"
"7380",7380,"Not Black","Accepted"
"7381",7381,"Not Black","Accepted"
"7382",7382,"Not Black","Accepted"
"7383",7383,"Not Black","Accepted"
"7384",7384,"Not Black","Accepted"
"7385",7385,"Not Black","Accepted"
"7386",7386,"Not Black","Accepted"
"7387",7387,"Not Black","Accepted"
"7388",7388,"Not Black","Accepted"
"7389",7389,"Not Black","Accepted"
"7390",7390,"Not Black","Accepted"
"7391",7391,"Not Black","Accepted"
"7392",7392,"Not Black","Accepted"
"7393",7393,"Not Black","Accepted"
"7394",7394,"Not Black","Accepted"
"7395",7395,"Not Black","Accepted"
"7396",7396,"Not Black","Accepted"
"7397",7397,"Not Black","Accepted"
"7398",7398,"Not Black","Accepted"
"7399",7399,"Not Black","Accepted"
"7400",7400,"Not Black","Accepted"
"7401",7401,"Not Black","Accepted"
"7402",7402,"Not Black","Accepted"
"7403",7403,"Not Black","Accepted"
"7404",7404,"Not Black","Accepted"
"7405",7405,"Not Black","Accepted"
"7406",7406,"Not Black","Accepted"
"7407",7407,"Not Black","Accepted"
"7408",7408,"Not Black","Accepted"
"7409",7409,"Not Black","Accepted"
"7410",7410,"Not Black","Accepted"
"7411",7411,"Not Black","Accepted"
"7412",7412,"Not Black","Accepted"
"7413",7413,"Not Black","Accepted"
"7414",7414,"Not Black","Accepted"
"7415",7415,"Not Black","Accepted"
"7416",7416,"Not Black","Accepted"
